DB01612--0.6699999999999999
DB05316--0.5800000000000001
DB09030--0.55
DB11584--0.43000000000000005
DB11609--0.41000000000000003
DB08882--0.32999999999999996
DB00647--0.55
DB11269--0.51
DB06589--0.5
DB11689--0.43999999999999995
DB14754--0.43999999999999995
DB06777--0.07999999999999996
DB15534--0.43999999999999995
DB06771--0.29000000000000004
DB06605--0.37
DB08916--0.38
DB09071--0.49
DB12364--0.54
DB09075--0.0
DB11967--0.06999999999999995
DB00397--0.15000000000000002
DB01839--0.38
DB09291--0.49
DB03175--0.55
DB08873--0.49
DB03766--0.39
DB11853--0.22999999999999998
DB01440--0.4
DB00339--0.55
DB11936--0.52
DB00947--0.18000000000000005
DB00293--0.49
DB01598--0.17000000000000004
DB06155--0.42000000000000004
DB00559--0.47
DB00114--0.38
DB00320--0.09999999999999998
DB00165--0.6799999999999999
DB11260--0.39
DB01179--0.21999999999999997
DB00119--0.39
DB04703--0.43000000000000005
DB07776--0.51
DB13180--0.51
DB13221--0.52
DB01914--0.21999999999999997
DB09088--0.43000000000000005
DB14475--0.39
DB00473--0.43999999999999995
DB13345--0.020000000000000018
DB14669--0.09999999999999998
DB00790--0.16000000000000003
DB08868--0.55
DB14583--0.19999999999999996
DB01577--0.16000000000000003
DB15690--0.12
DB00583--0.48
DB11644--0.38
DB00862--0.36
DB00820--0.31999999999999995
DB00139--0.14
DB08896--0.5700000000000001
DB14120--0.51
DB05016--0.54
DB14569--0.06999999999999995
DB08822--0.36
DB06335--0.51
DB09272--0.45999999999999996
DB11979--0.30000000000000004
DB08905--0.31000000000000005
DB01619--0.52
DB08931--0.41000000000000003
DB00152--0.18000000000000005
DB11796--0.27
DB00581--0.20999999999999996
DB08897--0.47
DB06203--0.47
DB09042--0.5
DB11274--0.030000000000000027
DB09148--0.56
DB09080--0.47
DB11963--0.10999999999999999
DB01605--0.19999999999999996
DB12808--0.55
DB09076--0.24
DB01267--0.39
DB00348--0.5900000000000001
DB06608--0.45999999999999996
DB05676--0.44999999999999996
DB09047--0.22999999999999998
DB01255--0.54
DB11732--0.56
DB04896--0.43999999999999995
DB09054--0.36
DB08865--0.39
DB04871--0.5900000000000001
DB12010--0.36
DB00351--0.16000000000000003
DB08911--0.26
DB12499--0.07999999999999996
DB11855--0.5800000000000001
DB08941--0.22999999999999998
DB14018--0.16000000000000003
DB15305--0.37
DB00631--0.12
DB09038--0.25
DB09095--0.08999999999999997
DB00413--0.65
DB00580--0.15000000000000002
DB06119--0.5900000000000001
DB11611--0.45999999999999996
DB09128--0.5700000000000001
DB06816--0.54
DB08439--0.5800000000000001
DB06151--0.56
DB12377--0.52
DB14761--0.27
DB06775--0.51
DB08944--0.5
DB04953--0.69
DB13139--0.42000000000000004
DB00918--0.16000000000000003
DB01628--0.5800000000000001
DB01606--0.21999999999999997
DB00317--0.32999999999999996
DB13997--0.21999999999999997
DB00967--0.08999999999999997
DB11279--0.44999999999999996
DB12952--0.10999999999999999
DB06700--0.48
DB09084--0.62
DB09401--0.51
DB13213--0.06999999999999995
DB13279--0.51
DB00563--0.29000000000000004
DB00234--0.51
DB09081--0.6699999999999999
DB00706--0.6
DB06201--0.69
DB13218--0.39
DB09324--0.24
DB00367--0.16000000000000003
DB01319--0.14
DB06654--0.5800000000000001
DB05812--0.5700000000000001
DB09083--0.52
DB11614--0.09999999999999998
DB13872--0.43000000000000005
DB04854--0.56
DB06193--0.30000000000000004
DB15685--0.37
DB15444--0.32999999999999996
DB08910--0.44999999999999996
DB01081--0.12
DB15035--0.38
DB08867--0.43000000000000005
DB13216--0.6699999999999999
DB15982--0.39
DB00894--0.28
DB13956--0.15000000000000002
DB12153--0.33999999999999997
DB13278--0.39
DB12097--0.6
DB09534--0.30000000000000004
DB01175--0.0
DB00902--0.09999999999999998
DB13908--0.27
DB06813--0.37
DB06448--0.42000000000000004
DB12911--0.27
DB11596--0.48
DB00163--0.07999999999999996
DB00973--0.49
DB00303--0.32999999999999996
DB06802--0.22999999999999998
DB01283--0.31000000000000005
DB00872--0.41000000000000003
DB01227--0.47
DB00846--0.08999999999999997
DB00218--0.06000000000000005
DB00442--0.27
DB04920--0.06999999999999995
DB01591--0.55
DB06701--0.0
DB06614--0.5700000000000001
DB06401--0.43999999999999995
DB00660--0.51
DB00605--0.53
DB09120--0.52
DB06774--0.0
DB01095--0.42000000000000004
DB00857--0.32999999999999996
DB11207--0.21999999999999997
DB00919--0.36
DB13781--0.55
DB09480--0.31000000000000005
DB00788--0.41000000000000003
DB01012--0.54
DB13269--0.62
DB12942--0.39
DB01046--0.5900000000000001
DB00992--0.24
DB14109--0.37
DB00275--0.44999999999999996
DB01744--0.21999999999999997
DB01265--0.22999999999999998
DB09151--0.63
DB08899--0.21999999999999997
DB08932--0.55
DB00470--0.25
DB06800--0.010000000000000009
DB12020--0.56
DB08820--0.5
DB05239--0.5
DB00594--0.63
DB09091--0.10999999999999999
DB13256--0.49
DB01100--0.39
DB12867--0.35
DB12434--0.36
DB06707--0.22999999999999998
DB00663--0.16000000000000003
DB01421--0.020000000000000018
DB13211--0.43999999999999995
DB13955--0.13
DB14545--0.030000000000000027
DB00825--0.43000000000000005
DB09280--0.41000000000000003
DB12500--0.48
DB00824--0.35
DB00693--0.18999999999999995
DB11273--0.0
DB14644--0.030000000000000027
DB00405--0.0
DB06789--0.06999999999999995
DB11115--0.65
DB14175--0.51
DB06751--0.53
DB01299--0.41000000000000003
DB00121--0.48
DB12343--0.15000000000000002
DB13253--0.17000000000000004
DB00141--0.45999999999999996
DB00296--0.09999999999999998
DB05018--0.49
DB01063--0.18999999999999995
DB00530--0.25
DB03166--0.36
DB00252--0.43999999999999995
DB06249--0.43000000000000005
DB09119--0.18999999999999995
DB11823--0.0
DB00649--0.31999999999999995
DB00485--0.010000000000000009
DB12362--0.54
DB14082--0.69
DB11591--0.54
DB03128--0.37
DB11921--0.43000000000000005
DB01000--0.13
DB00173--0.55
DB00689--0.07999999999999996
DB13286--0.29000000000000004
DB11145--0.52
DB00382--0.45999999999999996
DB04339--0.54
DB06766--0.45999999999999996
DB06414--0.5900000000000001
DB14638--0.56
DB01082--0.07999999999999996
DB01193--0.42000000000000004
DB13262--0.56
DB13783--0.38
DB00316--0.42000000000000004
DB00719--0.06999999999999995
DB00414--0.4
DB06709--0.49
DB08973--0.18000000000000005
DB11201--0.21999999999999997
DB09195--0.55
DB09144--0.28
DB00787--0.030000000000000027
DB00242--0.15000000000000002
DB13114--0.050000000000000044
DB00578--0.08999999999999997
DB00518--0.52
DB01001--0.0
DB00980--0.27
DB01259--0.43999999999999995
DB00346--0.14
DB00969--0.39
DB13657--0.33999999999999997
DB09069--0.55
DB14476--0.0
DB00404--0.32999999999999996
DB01336--0.4
DB12792--0.56
DB06077--0.42000000000000004
DB01264--0.48
DB08815--0.43000000000000005
DB04657--0.6599999999999999
DB00915--0.17000000000000004
DB00301--0.050000000000000044
DB00271--0.32999999999999996
DB00357--0.06999999999999995
DB00345--0.32999999999999996
DB00277--0.28
DB01118--0.51
DB06288--0.14
DB00321--0.010000000000000009
DB01025--0.51
DB06268--0.43000000000000005
DB00398--0.13
DB00381--0.14
DB00480--0.06999999999999995
DB06202--0.5
DB01351--0.020000000000000018
DB00613--0.51
DB00394--0.18999999999999995
DB00194--0.06999999999999995
DB00543--0.010000000000000009
DB00276--0.54
DB00261--0.52
DB08801--0.55
DB01217--0.62
DB06213--0.24
DB06218--0.64
DB06717--0.44999999999999996
DB01125--0.51
DB08799--0.51
DB11157--0.06999999999999995
DB01435--0.32999999999999996
DB02659--0.030000000000000027
DB00964--0.07999999999999996
DB03619--0.39
DB13953--0.17000000000000004
DB14541--0.020000000000000018
DB14655--0.36
DB00945--0.37
DB00637--0.25
DB00335--0.24
DB00993--0.5900000000000001
DB00548--0.33999999999999997
DB00972--0.48
DB00181--0.53
DB14083--0.52
DB00984--0.18999999999999995
DB13501--0.09999999999999998
DB00436--0.39
DB12783--0.5900000000000001
DB11125--0.5900000000000001
DB01086--0.14
DB00562--0.42000000000000004
DB00676--0.20999999999999996
DB04890--0.5
DB01244--0.5800000000000001
DB04115--0.44999999999999996
DB01116--0.54
DB06137--0.63
DB09039--0.44999999999999996
DB09348--0.42000000000000004
DB06698--0.6699999999999999
DB14649--0.06999999999999995
DB00217--0.62
DB00195--0.12
DB01019--0.39
DB09074--0.53
DB01128--0.54
DB04794--0.61
DB00810--0.27
DB01618--0.51
DB09020--0.56
DB00612--0.36
DB00943--0.22999999999999998
DB06787--0.4
DB01158--0.51
DB00484--0.63
DB03793--0.32999999999999996
DB01558--0.4
DB09019--0.62
DB01237--0.17000000000000004
DB12401--0.15000000000000002
DB06770--0.4
DB13346--0.33999999999999997
DB00887--0.06999999999999995
DB00297--0.0
DB09143--0.53
DB08828--0.55
DB00490--0.62
DB00253--0.19999999999999996
DB01008--0.43999999999999995
DB11915--0.42000000000000004
DB00237--0.050000000000000044
DB06756--0.56
DB08907--0.33999999999999997
DB00241--0.13
DB09053--0.41000000000000003
DB09149--0.47
DB08901--0.48
DB11148--0.33999999999999997
DB12713--0.22999999999999998
DB01091--0.49
DB11901--0.33999999999999997
DB11793--0.5700000000000001
DB09034--0.43999999999999995
DB12483--0.38
DB08875--0.41000000000000003
DB08877--0.31999999999999995
DB00185--0.5900000000000001
DB11986--0.49
DB11791--0.48
DB12978--0.54
DB11978--0.5900000000000001
DB12095--0.39
DB00201--0.08999999999999997
DB01080--0.51
DB00661--0.5
DB06718--0.56
DB15694--0.56
DB09346--0.09999999999999998
DB14156--0.0
DB00796--0.21999999999999997
DB11182--0.31999999999999995
DB00411--0.37
DB00564--0.49
DB11186--0.14
DB00748--0.25
DB00395--0.28
DB00821--0.6
DB00521--0.44999999999999996
DB01136--0.25
DB14674--0.10999999999999999
DB01196--0.18999999999999995
DB14540--0.020000000000000018
DB11994--0.47
DB00482--0.47
DB04846--0.21999999999999997
DB01037--0.31999999999999995
DB00341--0.050000000000000044
DB01718--0.24
DB09494--0.48
DB00848--0.6699999999999999
DB00283--0.51
DB01563--0.64
DB00291--0.30000000000000004
DB08936--0.13
DB01178--0.62
DB00608--0.52
DB00880--0.31000000000000005
DB01243--0.43999999999999995
DB00352--0.61
DB11121--0.5800000000000001
DB00566--0.0
DB14656--0.33999999999999997
DB01114--0.06999999999999995
DB00477--0.54
DB00672--0.22999999999999998
DB13337--0.020000000000000018
DB00310--0.47
DB00675--0.5800000000000001
DB00356--0.6599999999999999
DB06153--0.43000000000000005
DB00567--0.16000000000000003
DB01188--0.6599999999999999
DB06174--0.14
DB01166--0.51
DB00609--0.62
DB00568--0.22999999999999998
DB00827--0.5
DB09064--0.53
DB09403--0.5
DB01020--0.48
DB00215--0.54
DB11619--0.28
DB01407--0.54
DB04815--0.31999999999999995
DB00349--0.5700000000000001
DB04826--0.5700000000000001
DB00845--0.43000000000000005
DB04837--0.49
DB00636--0.39
DB00882--0.39
DB01242--0.16000000000000003
DB01068--0.13
DB00575--0.55
DB00628--0.26
DB01559--0.47
DB00257--0.48
DB06282--0.0
DB01394--0.010000000000000009
DB01406--0.55
DB04865--0.26
DB09219--0.52
DB13520--0.29000000000000004
DB00817--0.33999999999999997
DB01003--0.54
DB00265--0.53
DB00589--0.21999999999999997
DB04838--0.53
DB00924--0.35
DB13532--0.12
DB00979--0.43000000000000005
DB00606--0.49
DB00942--0.44999999999999996
DB00434--0.16000000000000003
DB00428--0.41000000000000003
DB04816--0.41000000000000003
DB00250--0.55
DB04840--0.5700000000000001
DB01245--0.0
DB04209--0.54
DB01151--0.010000000000000009
DB02703--0.43000000000000005
DB13851--0.08999999999999997
DB01627--0.12
DB00599--0.10999999999999999
DB04574--0.17000000000000004
DB08966--0.42000000000000004
DB08933--0.5700000000000001
DB00539--0.06999999999999995
DB00182--0.5
DB06243--0.65
DB01280--0.22999999999999998
DB00829--0.13
DB01119--0.4
DB00527--0.56
DB01154--0.22999999999999998
DB00694--0.010000000000000009
DB11748--0.5800000000000001
DB01209--0.32999999999999996
DB00298--0.32999999999999996
DB00922--0.69
DB00586--0.48
DB00468--0.45999999999999996
DB04938--0.08999999999999997
DB13274--0.20999999999999996
DB01187--0.62
DB11735--0.0
DB06827--0.55
DB06716--0.43000000000000005
DB01144--0.54
DB00804--0.5
DB01579--0.32999999999999996
DB06480--0.31999999999999995
DB01367--0.5900000000000001
DB00711--0.6699999999999999
DB11570--0.29000000000000004
DB01231--0.25
DB00861--0.6
DB00122--0.43999999999999995
DB01254--0.49
DB04948--0.6599999999999999
DB01139--0.10999999999999999
DB06782--0.6699999999999999
DB05294--0.22999999999999998
DB12767--0.12
DB01274--0.0
DB08965--0.53
DB09097--0.42000000000000004
DB08824--0.51
DB08967--0.13
DB13167--0.5700000000000001
DB01075--0.38
DB01146--0.37
DB00449--0.4
DB00975--0.5800000000000001
DB01200--0.20999999999999996
DB04817--0.52
DB00280--0.41000000000000003
DB04272--0.61
DB00313--0.53
DB11304--0.43999999999999995
DB00620--0.06000000000000005
DB00687--0.09999999999999998
DB01586--0.0
DB01214--0.49
DB11594--0.53
DB01184--0.26
DB00843--0.45999999999999996
DB00561--0.27
DB00590--0.41000000000000003
DB01142--0.53
DB00366--0.32999999999999996
DB00801--0.10999999999999999
DB00450--0.53
DB00997--0.0
DB00645--0.54
DB00651--0.17000000000000004
DB11742--0.51
DB01127--0.010000000000000009
DB01010--0.54
DB09009--0.61
DB01084--0.44999999999999996
DB00467--0.18000000000000005
DB00751--0.31999999999999995
DB01215--0.050000000000000044
DB01180--0.30000000000000004
DB00903--0.5900000000000001
DB01013--0.13
DB00392--0.040000000000000036
DB00593--0.5700000000000001
DB00754--0.38
DB03615--0.13
DB08985--0.06000000000000005
DB00749--0.43000000000000005
DB09086--0.41000000000000003
DB00426--0.25
DB01327--0.18000000000000005
DB00949--0.62
DB01023--0.21999999999999997
DB08981--0.55
DB00574--0.0
DB01039--0.16000000000000003
DB00800--0.5700000000000001
DB00573--0.52
DB01288--0.18000000000000005
DB00813--0.4
DB01604--0.06999999999999995
DB00950--0.48
DB01148--0.49
DB01195--0.42000000000000004
DB00867--0.25
DB08976--0.32999999999999996
DB01060--0.020000000000000018
DB08950--0.43999999999999995
DB00196--0.41000000000000003
DB02266--0.56
DB00623--0.020000000000000018
DB01205--0.43000000000000005
DB00193--0.32999999999999996
DB01587--0.36
DB01544--0.25
DB00472--0.27
DB01430--0.42000000000000004
DB00936--0.18000000000000005
DB00690--0.18999999999999995
DB00712--0.61
DB04842--0.48
DB00499--0.42000000000000004
DB00699--0.29000000000000004
DB00983--0.44999999999999996
DB00776--0.36
DB01501--0.49
DB00190--0.14
DB00695--0.42000000000000004
DB13444--0.12
DB01004--0.33999999999999997
DB00680--0.33999999999999997
DB01241--0.51
DB00406--0.12
DB00118--0.14
DB01067--0.36
DB01437--0.42000000000000004
DB01016--0.43999999999999995
DB00986--0.14
DB00874--0.31999999999999995
DB00629--0.62
DB01170--0.53
DB01018--0.55
DB00495--0.20999999999999996
DB00502--0.49
DB00793--0.63
DB11262--0.5900000000000001
DB00756--0.62
DB00941--0.6
DB13219--0.55
DB11254--0.52
DB00684--0.20999999999999996
DB00999--0.19999999999999996
DB00773--0.06000000000000005
DB00774--0.18000000000000005
DB09352--0.27
DB01611--0.030000000000000027
DB00557--0.14
DB09571--0.0
DB01050--0.49
DB00780--0.39
DB00281--0.41000000000000003
